node_a,node_b,relation
1,186,stronger
1,187,stronger
1,188,stronger
1,189,stronger
1,190,stronger
1,191,stronger
1,192,stronger
1,193,stronger
1,194,stronger
1,195,stronger
1,196,stronger
1,197,stronger
1,198,stronger
1,199,stronger
1,200,stronger
1,201,stronger
1,202,stronger
1,203,stronger
1,204,stronger
1,205,stronger
1,206,stronger
1,207,stronger
1,208,stronger
1,209,stronger
1,210,stronger
1,211,stronger
1,212,stronger
1,213,stronger
1,214,stronger
1,215,stronger
1,216,stronger
1,217,stronger
1,218,stronger
1,219,stronger
1,220,stronger
1,221,stronger
1,222,stronger
1,223,stronger
1,224,stronger
1,225,stronger
1,226,stronger
1,227,stronger
1,228,stronger
1,229,stronger
1,230,stronger
1,231,stronger
1,232,stronger
1,233,stronger
1,234,stronger
1,235,stronger
1,236,stronger
1,237,stronger
1,238,stronger
1,239,stronger
1,240,stronger
1,241,stronger
1,242,stronger
1,243,stronger
1,244,stronger
1,245,stronger
1,246,stronger
1,247,stronger
1,248,stronger
1,249,stronger
1,250,stronger
1,251,stronger
1,252,stronger
1,253,stronger
1,254,stronger
1,255,stronger
1,256,stronger
1,257,stronger
1,258,stronger
1,259,stronger
1,260,stronger
1,261,stronger
1,262,stronger
1,263,stronger
1,264,stronger
1,265,stronger
1,266,stronger
1,267,stronger
1,268,stronger
1,269,stronger
1,270,stronger
1,271,stronger
1,272,stronger
1,273,stronger
1,274,stronger
1,275,stronger
1,276,stronger
1,277,stronger
1,278,stronger
1,279,stronger
1,280,stronger
1,281,stronger
1,282,stronger
1,283,stronger
1,284,stronger
1,285,stronger
1,286,stronger
1,287,stronger
1,288,stronger
1,289,stronger
1,290,stronger
1,291,stronger
1,292,stronger
1,293,stronger
1,294,stronger
1,295,stronger
1,296,stronger
1,297,stronger
1,298,stronger
1,299,stronger
1,300,stronger
1,301,stronger
1,302,stronger
1,303,stronger
1,304,stronger
1,305,stronger
1,306,stronger
1,307,stronger
1,308,stronger
1,309,stronger
1,310,stronger
1,311,stronger
1,312,stronger
1,313,stronger
1,314,stronger
1,315,stronger
1,316,stronger
1,317,stronger
1,318,stronger
1,319,stronger
1,320,stronger
1,321,stronger
1,322,stronger
1,323,stronger
1,324,stronger
1,325,stronger
1,326,stronger
1,327,stronger
1,328,stronger
1,329,stronger
1,330,stronger
1,331,stronger
1,332,stronger
1,333,stronger
1,334,stronger
1,335,stronger
1,336,stronger
1,337,stronger
1,338,stronger
1,339,stronger
1,340,stronger
1,341,stronger
1,342,stronger
1,343,stronger
1,344,stronger
1,345,stronger
1,346,stronger
1,347,stronger
1,348,stronger
1,349,stronger
1,350,stronger
1,351,stronger
1,352,stronger
1,353,stronger
1,354,stronger
1,355,stronger
1,356,stronger
1,357,stronger
1,358,stronger
1,359,stronger
1,360,stronger
1,361,stronger
1,362,stronger
1,363,stronger
1,364,stronger
1,365,stronger
1,366,stronger
1,367,stronger
1,368,stronger
1,369,stronger
1,370,stronger
1,371,stronger
1,372,stronger
1,373,stronger
1,374,stronger
1,375,stronger
1,376,stronger
1,377,stronger
1,378,stronger
1,379,stronger
1,380,stronger
1,381,stronger
1,382,stronger
1,383,stronger
1,384,stronger
1,385,stronger
1,386,stronger
1,387,stronger
1,388,stronger
1,389,stronger
1,390,stronger
1,391,stronger
1,392,stronger
1,393,stronger
1,394,stronger
1,395,stronger
1,396,stronger
1,397,stronger
1,398,stronger
1,399,stronger
1,400,stronger
1,401,stronger
1,402,stronger
1,403,stronger
1,404,stronger
1,405,stronger
1,406,stronger
1,407,stronger
1,408,stronger
1,409,stronger
1,410,stronger
1,411,stronger
1,412,stronger
1,413,stronger
1,414,stronger
1,415,stronger
1,416,stronger
1,417,stronger
1,418,stronger
1,419,stronger
1,420,stronger
1,421,stronger
1,422,stronger
1,423,stronger
1,424,stronger
1,425,stronger
1,426,stronger
1,427,stronger
1,428,stronger
1,429,stronger
1,430,stronger
1,431,stronger
1,432,stronger
1,433,stronger
1,434,stronger
1,435,stronger
1,436,stronger
1,437,stronger
1,438,stronger
1,439,stronger
1,440,stronger
1,441,stronger
1,442,stronger
1,443,stronger
1,444,stronger
1,445,stronger
1,446,stronger
1,447,stronger
1,448,stronger
1,449,stronger
1,450,stronger
1,451,stronger
1,452,stronger
1,453,stronger
1,454,stronger
1,455,stronger
1,456,stronger
1,457,stronger
1,458,stronger
1,459,stronger
1,460,stronger
1,461,stronger
1,462,stronger
1,463,stronger
1,464,stronger
1,465,stronger
1,466,stronger
1,467,stronger
1,468,stronger
1,469,stronger
1,470,stronger
1,471,stronger
1,472,stronger
1,473,stronger
1,474,stronger
1,475,stronger
1,476,stronger
1,477,stronger
1,478,stronger
1,479,stronger
1,480,stronger
1,481,stronger
1,482,stronger
1,483,stronger
1,484,stronger
1,485,stronger
1,486,stronger
1,487,stronger
1,488,stronger
1,489,stronger
1,490,stronger
1,491,stronger
1,492,stronger
1,493,stronger
1,494,stronger
1,495,stronger
1,496,stronger
1,497,stronger
1,498,stronger
1,499,stronger
1,500,stronger
1,501,stronger
1,502,stronger
1,503,stronger
1,504,stronger
1,505,stronger
1,506,stronger
1,507,stronger
1,508,stronger
1,509,stronger
1,510,stronger
1,511,stronger
1,512,stronger
1,513,stronger
1,514,stronger
1,515,stronger
1,516,stronger
1,517,stronger
1,518,stronger
1,519,stronger
1,520,stronger
1,521,stronger
1,522,stronger
1,523,stronger
1,524,stronger
1,525,stronger
1,526,stronger
1,527,stronger
1,528,stronger
1,529,stronger
1,530,stronger
1,531,stronger
1,532,stronger
1,533,stronger
1,534,stronger
1,535,stronger
1,536,stronger
1,537,stronger
1,538,stronger
1,539,stronger
1,540,stronger
1,541,stronger
1,542,stronger
1,543,stronger
1,544,stronger
1,545,stronger
1,546,stronger
1,547,stronger
1,548,stronger
1,549,stronger
1,550,stronger
1,551,stronger
1,552,stronger
1,553,stronger
1,554,stronger
1,555,stronger
1,556,stronger
1,557,stronger
1,558,stronger
1,559,stronger
1,560,stronger
1,561,stronger
1,562,stronger
1,563,stronger
1,564,stronger
1,565,stronger
1,566,stronger
1,567,stronger
1,568,stronger
1,569,stronger
1,570,stronger
1,571,stronger
1,572,stronger
1,573,stronger
1,574,stronger
1,575,stronger
1,576,stronger
1,577,stronger
1,578,stronger
1,579,stronger
1,580,stronger
1,581,stronger
1,582,stronger
1,583,stronger
1,584,stronger
1,585,stronger
1,586,stronger
1,587,stronger
1,588,stronger
1,589,stronger
1,590,stronger
1,591,stronger
1,592,stronger
1,593,stronger
1,594,stronger
1,595,stronger
1,596,stronger
1,597,stronger
1,598,stronger
1,599,stronger
1,600,stronger
1,601,stronger
1,602,stronger
1,603,stronger
1,604,stronger
1,605,stronger
1,606,stronger
1,607,stronger
1,608,stronger
1,609,stronger
1,610,stronger
1,611,stronger
1,612,stronger
1,613,stronger
1,614,stronger
1,615,stronger
1,616,stronger
1,617,stronger
1,618,stronger
1,619,stronger
1,620,stronger
1,621,stronger
1,622,stronger
1,623,stronger
1,624,stronger
1,625,stronger
1,626,stronger
1,627,stronger
1,628,stronger
1,629,stronger
1,630,stronger
1,631,stronger
1,632,stronger
1,633,stronger
1,634,stronger
1,635,stronger
1,636,stronger
1,637,stronger
1,638,stronger
1,639,stronger
1,640,stronger
1,641,stronger
1,642,stronger
1,643,stronger
1,644,stronger
1,645,stronger
1,646,stronger
1,647,stronger
1,648,stronger
1,649,stronger
1,650,stronger
1,651,stronger
1,652,stronger
1,653,stronger
1,654,stronger
1,655,stronger
1,656,stronger
1,657,stronger
1,658,stronger
1,659,stronger
1,660,stronger
1,661,stronger
1,662,stronger
1,663,stronger
1,664,stronger
1,665,stronger
1,666,stronger
1,667,stronger
1,668,stronger
1,669,stronger
1,670,stronger
1,671,stronger
1,672,stronger
1,673,stronger
1,674,stronger
1,675,stronger
1,676,stronger
1,677,stronger
1,678,stronger
1,679,stronger
1,680,stronger
1,681,stronger
1,682,stronger
1,683,stronger
1,684,stronger
1,685,stronger
1,686,stronger
1,687,stronger
1,688,stronger
1,689,stronger
1,690,stronger
1,691,stronger
1,692,stronger
1,693,stronger
1,694,stronger
1,695,stronger
1,696,stronger
1,697,stronger
1,698,stronger
1,699,stronger
1,700,stronger
1,701,stronger
1,702,stronger
1,703,stronger
1,704,stronger
1,705,stronger
1,706,stronger
1,707,stronger
1,708,stronger
1,709,stronger
1,710,stronger
1,711,stronger
1,712,stronger
1,713,stronger
1,714,stronger
1,715,stronger
1,716,stronger
1,717,stronger
1,718,stronger
1,719,stronger
1,720,stronger
1,721,stronger
1,722,stronger
1,723,stronger
1,724,stronger
1,725,stronger
1,726,stronger
1,727,stronger
1,728,stronger
1,729,stronger
1,730,stronger
1,731,stronger
1,732,stronger
1,733,stronger
1,734,stronger
1,735,stronger
1,736,stronger
1,737,stronger
1,738,stronger
1,739,stronger
1,740,stronger
1,741,stronger
1,742,stronger
1,743,stronger
1,744,stronger
1,745,stronger
1,746,stronger
1,747,stronger
1,748,stronger
1,749,stronger
1,750,stronger
1,751,stronger
1,752,stronger
1,753,stronger
1,754,stronger
1,755,stronger
1,756,stronger
1,757,stronger
1,758,stronger
1,759,stronger
1,760,stronger
1,761,stronger
1,762,stronger
1,763,stronger
1,764,stronger
1,765,stronger
1,766,stronger
1,767,stronger
1,768,stronger
1,769,stronger
1,770,stronger
1,771,stronger
1,772,stronger
1,773,stronger
1,774,stronger
1,775,stronger
1,776,stronger
1,777,stronger
1,778,stronger
1,779,stronger
1,780,stronger
1,781,stronger
1,782,stronger
1,783,stronger
1,784,stronger
1,785,stronger
1,786,stronger
1,787,stronger
1,788,stronger
1,789,stronger
1,790,stronger
1,791,stronger
1,792,stronger
1,793,stronger
1,794,stronger
1,795,stronger
1,796,stronger
1,797,stronger
1,798,stronger
1,799,stronger
1,800,stronger
1,801,stronger
1,802,stronger
1,803,stronger
1,804,stronger
1,805,stronger
1,806,stronger
1,807,stronger
1,808,stronger
1,809,stronger
1,810,stronger
1,811,stronger
1,812,stronger
1,813,stronger
1,814,stronger
1,815,stronger
1,816,stronger
1,817,stronger
1,818,stronger
1,819,stronger
1,820,stronger
1,821,stronger
1,822,stronger
1,823,stronger
1,824,stronger
1,825,stronger
1,826,stronger
1,827,stronger
1,828,stronger
1,829,stronger
1,830,stronger
1,831,stronger
1,832,stronger
1,833,stronger
1,834,stronger
1,835,stronger
1,836,stronger
1,837,stronger
1,838,stronger
1,839,stronger
1,840,stronger
1,841,stronger
1,842,stronger
1,843,stronger
1,844,stronger
1,845,stronger
1,846,stronger
1,847,stronger
1,848,stronger
1,849,stronger
1,850,stronger
1,851,stronger
1,852,stronger
1,853,stronger
1,854,stronger
1,855,stronger
1,856,stronger
1,857,stronger
1,858,stronger
1,859,stronger
1,860,stronger
1,861,stronger
1,862,stronger
1,863,stronger
1,864,stronger
1,865,stronger
1,866,stronger
1,867,stronger
1,868,stronger
1,869,stronger
1,870,stronger
1,871,stronger
1,872,stronger
1,873,stronger
1,874,stronger
1,875,stronger
1,876,stronger
1,877,stronger
1,878,stronger
1,879,stronger
1,880,stronger
1,881,stronger
1,882,stronger
1,883,stronger
1,884,stronger
1,885,stronger
1,886,stronger
1,887,stronger
1,888,stronger
1,889,stronger
1,890,stronger
1,891,stronger
1,892,stronger
1,893,stronger
1,894,stronger
1,895,stronger
1,896,stronger
1,897,stronger
1,898,stronger
1,899,stronger
1,900,stronger
1,901,stronger
1,902,stronger
1,903,stronger
1,904,stronger
1,905,stronger
1,906,stronger
1,907,stronger
1,908,stronger
1,909,stronger
1,910,stronger
1,911,stronger
1,912,stronger
1,913,stronger
1,914,stronger
1,915,stronger
1,916,stronger
1,917,stronger
1,918,stronger
1,919,stronger
1,920,stronger
1,921,stronger
1,922,stronger
1,923,stronger
1,924,stronger
1,925,stronger
1,926,stronger
1,927,stronger
1,928,stronger
1,929,stronger
1,930,stronger
1,931,stronger
1,932,stronger
1,933,stronger
1,934,stronger
1,935,stronger
1,936,stronger
1,937,stronger
1,938,stronger
1,939,stronger
1,940,stronger
1,941,stronger
1,942,stronger
1,943,stronger
1,944,stronger
1,945,stronger
1,946,stronger
1,947,stronger
1,948,stronger
1,949,stronger
1,950,stronger
1,951,stronger
1,952,stronger
1,953,stronger
1,954,stronger
1,955,stronger
1,956,stronger
1,957,stronger
1,958,stronger
1,959,stronger
1,960,stronger
1,961,stronger
1,962,stronger
1,963,stronger
1,964,stronger
1,965,stronger
1,966,stronger
1,967,stronger
1,968,stronger
1,969,stronger
1,970,stronger
1,971,stronger
1,972,stronger
1,973,stronger
1,974,stronger
1,975,stronger
1,976,stronger
1,977,stronger
1,978,stronger
1,979,stronger
1,980,stronger
1,981,stronger
1,982,stronger
1,983,stronger
1,984,stronger
1,985,stronger
1,986,stronger
1,987,stronger
1,988,stronger
1,989,stronger
1,990,stronger
1,991,stronger
1,992,stronger
1,993,stronger
1,994,stronger
1,995,stronger
1,996,stronger
1,997,stronger
1,998,stronger
1,999,stronger
1,1000,stronger
1,1001,stronger
1,1002,stronger
1,1003,stronger
1,1004,stronger
1,1005,stronger
1,1006,stronger
1,1007,stronger
1,1008,stronger
1,1009,stronger
1,1010,stronger
1,1011,stronger
1,1012,stronger
1,1013,stronger
1,1014,stronger
1,1015,stronger
1,1016,stronger
1,1017,stronger
1,1018,stronger
1,1019,stronger
1,1020,stronger
1,1021,stronger
1,1022,stronger
1,1023,stronger
1,1024,stronger
1,1025,stronger
1,1026,stronger
1,1027,stronger
1,1028,stronger
1,1029,stronger
1,1030,stronger
1,1031,stronger
1,1032,stronger
1,1033,stronger
1,1034,stronger
1,1035,stronger
1,1036,stronger
1,1037,stronger
1,1038,stronger
1,1039,stronger
1,1040,stronger
1,1041,stronger
1,1042,stronger
1,1043,stronger
1,1044,stronger
1,1045,stronger
1,1046,stronger
1,1047,stronger
1,1048,stronger
1,1049,stronger
1,1050,stronger
1,1051,stronger
1,1052,stronger
1,1053,stronger
1,1054,stronger
1,1055,stronger
1,1056,stronger
1,1057,stronger
1,1058,stronger
1,1059,stronger
1,1060,stronger
1,1061,stronger
1,1062,stronger
1,1063,stronger
1,1064,stronger
1,1065,stronger
1,1066,stronger
1,1067,stronger
1,1068,stronger
1,1069,stronger
1,1070,stronger
1,1071,stronger
1,1072,stronger
1,1073,stronger
1,1074,stronger
1,1075,stronger
1,1076,stronger
1,1077,stronger
1,1078,stronger
1,1079,stronger
1,1080,stronger
1,1081,stronger
1,1082,stronger
1,1083,stronger
1,1084,stronger
1,1085,stronger
1,1086,stronger
1,1087,stronger
1,1088,stronger
1,1089,stronger
1,1090,stronger
1,1091,stronger
1,1092,stronger
1,1093,stronger
1,1094,stronger
1,1095,stronger
1,1096,stronger
1,1097,stronger
1,1098,stronger
1,1099,stronger
1,1100,stronger
1,1101,stronger
1,1102,stronger
1,1103,stronger
1,1104,stronger
1,1105,stronger
1,1106,stronger
1,1107,stronger
1,1108,stronger
1,1109,stronger
1,1110,stronger
1,1111,stronger
1,1112,stronger
1,1113,stronger
1,1114,stronger
1,1115,stronger
1,1116,stronger
1,1117,stronger
1,1118,stronger
1,1119,stronger
1,1120,stronger
1,1121,stronger
1,1122,stronger
1,1123,stronger
1,1124,stronger
1,1125,stronger
1,1126,stronger
1,1127,stronger
1,1128,stronger
1,1129,stronger
1,1130,stronger
1,1131,stronger
1,1132,stronger
1,1133,stronger
1,1134,stronger
1,1135,stronger
1,1136,stronger
1,1137,stronger
1,1138,stronger
1,1139,stronger
1,1140,stronger
1,1141,stronger
1,1142,stronger
1,1143,stronger
1,1144,stronger
1,1145,stronger
1,1146,stronger
1,1147,stronger
1,1148,stronger
1,1149,stronger
1,1150,stronger
1,1151,stronger
1,1152,stronger
1,1153,stronger
1,1154,stronger
1,1155,stronger
1,1156,stronger
1,1157,stronger
1,1158,stronger
1,1159,stronger
1,1160,stronger
1,1161,stronger
1,1162,stronger
1,1163,stronger
1,1164,stronger
1,1165,stronger
1,1166,stronger
1,1167,stronger
1,1168,stronger
1,1169,stronger
1,1170,stronger
1,1171,stronger
1,1172,stronger
1,1173,stronger
1,1174,stronger
1,1175,stronger
1,1176,stronger
1,1177,stronger
1,1178,stronger
1,1179,stronger
1,1180,stronger
1,1181,stronger
1,1182,stronger
1,1183,stronger
1,1184,stronger
1,1185,stronger
1,1186,stronger
1,1187,stronger
1,1188,stronger
1,1189,stronger
1,1190,stronger
1,1191,stronger
1,1192,stronger
1,1193,stronger
1,1194,stronger
1,1195,stronger
1,1196,stronger
1,1197,stronger
1,1198,stronger
1,1199,stronger
1,1200,stronger
1,1201,stronger
1,1202,stronger
1,1203,stronger
1,1204,stronger
1,1205,stronger
1,1206,stronger
1,1207,stronger
1,1208,stronger
1,1209,stronger
1,1210,stronger
1,1211,stronger
1,1212,stronger
1,1213,stronger
1,1214,stronger
1,1215,stronger
1,1216,stronger
1,1217,stronger
1,1218,stronger
1,1219,stronger
1,1220,stronger
1,1221,stronger
1,1222,stronger
1,1223,stronger
1,1224,stronger
1,1225,stronger
1,1226,stronger
1,1227,stronger
1,1228,stronger
1,1229,stronger
1,1230,stronger
1,1231,stronger
1,1232,stronger
1,1233,stronger
1,1234,stronger
1,1235,stronger
1,1236,stronger
1,1237,stronger
1,1238,stronger
1,1239,stronger
1,1240,stronger
1,1241,stronger
1,1242,stronger
1,1243,stronger
1,1244,stronger
1,1245,stronger
1,1246,stronger
1,1247,stronger
1,1248,stronger
1,1249,stronger
1,1250,stronger
1,1251,stronger
1,1252,stronger
1,1253,stronger
1,1254,stronger
1,1255,stronger
1,1256,stronger
1,1257,stronger
1,1258,stronger
1,1259,stronger
1,1260,stronger
1,1261,stronger
1,1262,stronger
1,1263,stronger
1,1264,stronger
1,1265,stronger
1,1266,stronger
1,1267,stronger
1,1268,stronger
1,1269,stronger
1,1270,stronger
1,1271,stronger
1,1272,stronger
1,1273,stronger
1,1274,stronger
1,1275,stronger
1,1276,stronger
1,1277,stronger
1,1278,stronger
1,1279,stronger
1,1280,stronger
1,1281,stronger
1,1282,stronger
1,1283,stronger
1,1284,stronger
1,1285,stronger
1,1286,stronger
1,1287,stronger
1,1288,stronger
1,1289,stronger
1,1290,stronger
1,1291,stronger
1,1292,stronger
1,1293,stronger
1,1294,stronger
1,1295,stronger
1,1296,stronger
1,1297,stronger
1,1298,stronger
1,1299,stronger
1,1300,stronger
1,1301,stronger
1,1302,stronger
1,1303,stronger
1,1304,stronger
1,1305,stronger
1,1306,stronger
1,1307,stronger
1,1308,stronger
1,1309,stronger
1,1310,stronger
1,1311,stronger
1,1312,stronger
1,1313,stronger
1,1314,stronger
1,1315,stronger
1,1316,stronger
1,1317,stronger
1,1318,stronger
1,1319,stronger
1,1320,stronger
1,1321,stronger
1,1322,stronger
1,1323,stronger
1,1324,stronger
1,1325,stronger
1,1326,stronger
1,1327,stronger
1,1328,stronger
1,1329,stronger
1,1330,stronger
1,1331,stronger
1,1332,stronger
1,1333,stronger
1,1334,stronger
1,1335,stronger
1,1336,stronger
1,1337,stronger
1,1338,stronger
1,1339,stronger
1,1340,stronger
1,1341,stronger
1,1342,stronger
1,1343,stronger
1,1344,stronger
1,1345,stronger
1,1346,stronger
1,1347,stronger
1,1348,stronger
1,1349,stronger
1,1350,stronger
1,1351,stronger
1,1352,stronger
1,1353,stronger
1,1354,stronger
1,1355,stronger
1,1356,stronger
1,1357,stronger
1,1358,stronger
1,1359,stronger
1,1360,stronger
1,1361,stronger
1,1362,stronger
1,1363,stronger
1,1364,stronger
1,1365,stronger
1,1366,stronger
1,1367,stronger
1,1368,stronger
1,1369,stronger
1,1370,stronger
1,1371,stronger
1,1372,stronger
1,1373,stronger
1,1374,stronger
1,1375,stronger
1,1376,stronger
1,1377,stronger
1,1378,stronger
1,1379,stronger
1,1380,stronger
1,1381,stronger
1,1382,stronger
1,1383,stronger
1,1384,stronger
1,1385,stronger
1,1386,stronger
1,1387,stronger
1,1388,stronger
1,1389,stronger
1,1390,stronger
1,1391,stronger
1,1392,stronger
1,1393,stronger
1,1394,stronger
1,1395,stronger
1,1396,stronger
1,1397,stronger
1,1398,stronger
1,1399,stronger
1,1400,stronger
1,1401,stronger
1,1402,stronger
1,1403,stronger
1,1404,stronger
1,1405,stronger
1,1406,stronger
1,1407,stronger
1,1408,stronger
1,1409,stronger
1,1410,stronger
1,1411,stronger
1,1412,stronger
1,1413,stronger
1,1414,stronger
1,1415,stronger
1,1416,stronger
1,1417,stronger
1,1418,stronger
1,1419,stronger
1,1420,stronger
1,1421,stronger
1,1422,stronger
1,1423,stronger
1,1424,stronger
1,1425,stronger
1,1426,stronger
1,1427,stronger
1,1428,stronger
1,1429,stronger
1,1430,stronger
1,1431,stronger
1,1432,stronger
1,1433,stronger
1,1434,stronger
1,1435,stronger
1,1436,stronger
1,1437,stronger
1,1438,stronger
1,1439,stronger
1,1440,stronger
1,1441,stronger
1,1442,stronger
1,1443,stronger
1,1444,stronger
1,1445,stronger
1,1446,stronger
1,1447,stronger
1,1448,stronger
1,1449,stronger
1,1450,stronger
1,1451,stronger
1,1452,stronger
1,1453,stronger
1,1454,stronger
1,1455,stronger
1,1456,stronger
1,1457,stronger
1,1458,stronger
1,1459,stronger
1,1460,stronger
1,1461,stronger
1,1462,stronger
1,1463,stronger
1,1464,stronger
1,1465,stronger
1,1466,stronger
1,1467,stronger
1,1468,stronger
1,1469,stronger
1,1470,stronger
1,1471,stronger
1,1472,stronger
1,1473,stronger
1,1474,stronger
1,1475,stronger
1,1476,stronger
1,1477,stronger
1,1478,stronger
1,1479,stronger
1,1480,stronger
1,1481,stronger
1,1482,stronger
1,1483,stronger
1,1484,stronger
1,1485,stronger
1,1486,stronger
1,1487,stronger
1,1488,stronger
1,1489,stronger
1,1490,stronger
1,1491,stronger
1,1492,stronger
1,1493,stronger
1,1494,stronger
1,1495,stronger
1,1496,stronger
1,1497,stronger
1,1498,stronger
1,1499,stronger
1,1500,stronger
1,1501,stronger
1,1502,stronger
1,1503,stronger
1,1504,stronger
1,1505,stronger
1,1506,stronger
1,1507,stronger
1,1508,stronger
1,1509,stronger
1,1510,stronger
1,1511,stronger
1,1512,stronger
1,1513,stronger
1,1514,stronger
1,1515,stronger
1,1516,stronger
1,1517,stronger
1,1518,stronger
1,1519,stronger
1,1520,stronger
1,1521,stronger
1,1522,stronger
1,1523,stronger
1,1524,stronger
1,1525,stronger
1,1526,stronger
1,1527,stronger
1,1528,stronger
1,1529,stronger
1,1530,stronger
1,1531,stronger
1,1532,stronger
1,1533,stronger
1,1534,stronger
1,1535,stronger
1,1536,stronger
1,1537,stronger
1,1538,stronger
1,1539,stronger
1,1540,stronger
1,1541,stronger
1,1542,stronger
1,1543,stronger
1,1544,stronger
1,1545,stronger
1,1546,stronger
1,1547,stronger
1,1548,stronger
1,1549,stronger
1,1550,stronger
1,1551,stronger
1,1552,stronger
1,1553,stronger
1,1554,stronger
1,1555,stronger
1,1556,stronger
1,1557,stronger
1,1558,stronger
1,1559,stronger
1,1560,stronger
1,1561,stronger
1,1562,stronger
1,1563,stronger
1,1564,stronger
1,1565,stronger
1,1566,stronger
1,1567,stronger
1,1568,stronger
1,1569,stronger
1,1570,stronger
1,1571,stronger
1,1572,stronger
1,1573,stronger
1,1574,stronger
1,1575,stronger
1,1576,stronger
1,1577,stronger
1,1578,stronger
1,1579,stronger
1,1580,stronger
1,1581,stronger
1,1582,stronger
1,1583,stronger
1,1584,stronger
1,1585,stronger
1,1586,stronger
1,1587,stronger
1,1588,stronger
1,1589,stronger
1,1590,stronger
1,1591,stronger
1,1592,stronger
1,1593,stronger
1,1594,stronger
1,1595,stronger
1,1596,stronger
1,1597,stronger
1,1598,stronger
1,1599,stronger
1,1600,stronger
1,1601,stronger
1,1602,stronger
1,1603,stronger
1,1604,stronger
1,1605,stronger
1,1606,stronger
1,1607,stronger
1,1608,stronger
1,1609,stronger
1,1610,stronger
1,1611,stronger
1,1612,stronger
1,1613,stronger
1,1614,stronger
1,1615,stronger
1,1616,stronger
1,1617,stronger
1,1618,stronger
1,1619,stronger
1,1620,stronger
1,1621,stronger
1,1622,stronger
1,1623,stronger
1,1624,stronger
1,1625,stronger
1,1626,stronger
1,1627,stronger
1,1628,stronger
1,1629,stronger
1,1630,stronger
1,1631,stronger
1,1632,stronger
1,1633,stronger
1,1634,stronger
1,1635,stronger
1,1636,stronger
1,1637,stronger
1,1638,stronger
1,1639,stronger
1,1640,stronger
1,1641,stronger
1,1642,stronger
1,1643,stronger
1,1644,stronger
1,1645,stronger
1,1646,stronger
1,1647,stronger
1,1648,stronger
1,1649,stronger
1,1650,stronger
1,1651,stronger
1,1652,stronger
1,1653,stronger
1,1654,stronger
1,1655,stronger
1,1656,stronger
1,1657,stronger
1,1658,stronger
1,1659,stronger
1,1660,stronger
1,1661,stronger
1,1662,stronger
1,1663,stronger
1,1664,stronger
