node_a,node_b,relation
26,1195,stronger
26,1624,stronger
26,1819,stronger
26,2958,stronger
26,3209,stronger
26,3238,stronger
26,3453,incomparable
26,3465,incomparable
26,3565,incomparable
26,3745,incomparable
26,4334,incomparable
27,427,incomparable
27,1332,incomparable
27,1891,stronger
27,2010,stronger
27,2234,stronger
27,2353,stronger
27,2442,equivalent
27,2837,stronger
27,3176,incomparable
27,3647,incomparable
27,3814,incomparable
28,104,weaker
28,523,stronger
28,546,incomparable
28,1292,stronger
28,2150,stronger
28,2354,stronger
28,2408,stronger
28,2624,stronger
28,3528,incomparable
28,4288,incomparable
28,4443,incomparable
29,256,incomparable
29,394,incomparable
29,1646,incomparable
29,2039,incomparable
29,3103,incomparable
29,4145,incomparable
30,338,weaker
30,536,equivalent
30,903,equivalent
30,1348,equivalent
30,1779,equivalent
30,2247,weaker
30,2311,equivalent
30,3379,weaker
30,4051,weaker
30,4151,weaker
30,4511,weaker
30,4683,weaker
31,1942,stronger
31,2180,incomparable
31,2505,stronger
31,2657,incomparable
31,2768,stronger
31,2934,stronger
31,2962,stronger
31,3273,incomparable
31,3480,incomparable
31,3512,incomparable
31,3699,incomparable
31,3737,incomparable
31,3929,incomparable
31,4283,incomparable
31,4435,incomparable
32,33,equivalent
32,257,weaker
32,878,equivalent
32,1053,weaker
32,1132,equivalent
32,1151,equivalent
32,1427,weaker
32,2523,equivalent
32,2624,equivalent
32,2736,weaker
32,2764,equivalent
32,3166,equivalent
32,3532,weaker
32,3805,weaker
33,421,weaker
33,783,equivalent
33,1105,equivalent
33,1802,equivalent
33,3138,equivalent
33,3318,weaker
33,3369,weaker
33,4222,weaker
33,4260,weaker
34,1026,incomparable
34,1175,weaker
34,1497,stronger
34,1655,incomparable
34,1769,stronger
34,2334,stronger
34,3257,incomparable
34,3874,incomparable
34,4106,incomparable
34,4386,incomparable
35,253,equivalent
35,373,weaker
35,726,equivalent
35,1036,weaker
35,1415,weaker
35,1892,equivalent
35,2447,weaker
35,2536,weaker
35,3468,weaker
35,3666,weaker
35,3838,weaker
35,3844,weaker
35,3942,weaker
35,4352,weaker
36,214,weaker
36,532,weaker
36,546,weaker
36,612,equivalent
36,794,equivalent
36,1412,equivalent
36,1515,weaker
36,1630,weaker
36,1701,weaker
36,1948,equivalent
36,2107,weaker
36,2534,weaker
36,2695,weaker
36,3753,weaker
36,3971,weaker
36,4484,weaker
37,502,equivalent
37,697,equivalent
37,1392,equivalent
37,1435,weaker
37,1755,weaker
37,1817,equivalent
37,1931,weaker
37,2447,weaker
37,3428,weaker
37,3758,weaker
37,3970,weaker
37,4133,weaker
38,183,stronger
38,645,incomparable
38,945,stronger
38,1255,incomparable
38,2023,stronger
38,2523,stronger
38,3708,incomparable
38,3847,incomparable
39,272,stronger
39,453,incomparable
39,1513,stronger
39,2240,incomparable
40,366,stronger
40,459,incomparable
40,2988,stronger
40,3502,stronger
40,3823,stronger
40,3892,stronger
40,4181,stronger
41,227,stronger
41,633,incomparable
41,769,incomparable
41,1407,stronger
41,1660,incomparable
41,2579,incomparable
41,2817,stronger
41,3249,stronger
41,3607,weaker
41,4201,equivalent
41,4225,equivalent
42,217,stronger
42,503,incomparable
42,1711,stronger
42,1794,stronger
42,2342,stronger
42,2505,stronger
42,2617,stronger
42,3651,stronger
42,3742,stronger
42,4296,incomparable
42,4500,incomparable
43,99,incomparable
43,346,stronger
43,525,stronger
43,692,incomparable
43,788,stronger
43,878,stronger
43,953,stronger
43,993,stronger
43,2087,incomparable
43,2597,stronger
43,3480,incomparable
44,372,weaker
44,917,incomparable
44,1874,incomparable
44,2029,incomparable
44,3035,stronger
44,3063,incomparable
44,3485,weaker
44,3488,weaker
44,3755,weaker
44,3846,equivalent
44,3890,weaker
45,1881,incomparable
45,2813,stronger
45,3079,incomparable
45,3259,incomparable
45,3433,stronger
45,3983,stronger
45,4477,incomparable
45,4595,incomparable
46,597,stronger
46,613,stronger
46,1827,stronger
46,1974,stronger
46,2063,incomparable
46,2357,stronger
46,2770,incomparable
46,2777,stronger
46,2976,stronger
46,3556,weaker
46,4182,weaker
46,4200,weaker
47,529,stronger
47,841,incomparable
47,885,stronger
47,2020,stronger
47,2139,stronger
47,2623,incomparable
47,2628,stronger
47,2760,stronger
47,2976,stronger
47,3850,incomparable
47,4212,incomparable
47,4490,incomparable
47,4631,incomparable
48,288,stronger
48,425,stronger
48,764,stronger
48,1256,incomparable
48,1411,stronger
48,1475,incomparable
48,1636,incomparable
48,1789,incomparable
48,1806,incomparable
48,1823,stronger
48,3026,stronger
48,3527,incomparable
48,4415,incomparable
48,4650,incomparable
49,206,incomparable
49,355,incomparable
49,393,incomparable
49,428,stronger
49,1764,incomparable
49,2031,stronger
49,3869,incomparable
49,4085,incomparable
49,4196,incomparable
49,4321,incomparable
49,4489,incomparable
50,960,incomparable
50,1106,stronger
50,1690,stronger
50,1709,incomparable
50,1762,stronger
50,1871,incomparable
50,2043,incomparable
50,2773,stronger
50,3040,stronger
50,3424,incomparable
50,3779,incomparable
50,4007,incomparable
50,4307,incomparable
50,4643,incomparable
51,531,stronger
51,1271,incomparable
51,1619,stronger
51,2172,stronger
51,2407,stronger
51,3010,stronger
51,3134,incomparable
51,3974,incomparable
51,4009,incomparable
51,4020,incomparable
51,4052,incomparable
52,3,incomparable
52,31,incomparable
52,385,incomparable
52,600,stronger
52,1891,stronger
52,1999,stronger
52,2802,stronger
52,2959,stronger
52,3004,stronger
52,3093,incomparable
52,3503,incomparable
52,3623,incomparable
52,3982,incomparable
52,4064,incomparable
52,4277,incomparable
52,4614,incomparable
53,533,stronger
53,571,incomparable
53,905,stronger
53,1625,stronger
53,1627,stronger
53,1886,stronger
53,2456,incomparable
53,2536,incomparable
53,4518,incomparable
54,315,incomparable
54,528,incomparable
54,790,stronger
54,820,weaker
54,855,equivalent
54,974,stronger
54,1384,incomparable
55,70,stronger
55,782,stronger
55,1200,stronger
55,1616,stronger
55,1710,incomparable
55,2303,incomparable
55,3352,incomparable
55,3410,incomparable
55,4167,incomparable
55,4460,incomparable
56,321,incomparable
56,457,stronger
56,747,stronger
56,1203,stronger
56,1958,incomparable
56,2293,incomparable
56,2834,stronger
56,3010,stronger
56,3113,incomparable
56,3609,incomparable
56,3641,incomparable
56,4330,incomparable
56,4445,incomparable
57,996,stronger
57,1079,stronger
57,1354,stronger
57,1478,incomparable
57,2160,stronger
57,2288,weaker
57,2291,incomparable
57,2700,incomparable
57,2865,weaker
57,2975,stronger
57,3434,incomparable
57,3658,incomparable
57,4130,weaker
57,4538,incomparable
57,4585,weaker
57,4658,incomparable
58,76,stronger
58,709,stronger
58,1357,incomparable
58,1847,incomparable
58,2554,incomparable
58,2977,stronger
58,3038,stronger
58,3391,incomparable
58,3469,incomparable
58,3624,incomparable
58,4165,incomparable
58,4457,incomparable
59,38,weaker
59,185,stronger
59,1589,stronger
59,2137,incomparable
59,2578,stronger
59,3032,stronger
60,36,stronger
60,105,weaker
60,636,equivalent
60,1086,incomparable
60,2030,stronger
60,2130,incomparable
60,2703,stronger
60,2727,stronger
60,2965,stronger
60,3693,incomparable
60,3804,incomparable
60,4306,incomparable
61,177,incomparable
61,211,weaker
61,842,weaker
61,911,stronger
61,931,stronger
61,1182,stronger
61,1271,weaker
61,1331,stronger
61,1429,weaker
61,2356,stronger
61,2613,incomparable
61,2726,stronger
61,2773,stronger
61,2859,weaker
61,3233,stronger
61,3869,weaker
61,4361,weaker
62,16,incomparable
62,92,stronger
62,151,incomparable
62,655,incomparable
62,2910,incomparable
62,3001,stronger
62,3976,weaker
62,4338,incomparable
62,4539,incomparable
62,4689,weaker
63,123,stronger
63,1055,incomparable
63,1202,incomparable
63,1804,stronger
63,2311,stronger
63,2456,incomparable
63,4376,incomparable
64,717,equivalent
64,731,weaker
64,1487,weaker
64,1615,equivalent
64,1696,equivalent
64,1796,equivalent
64,1930,equivalent
64,2705,equivalent
64,2845,equivalent
64,2998,weaker
64,3127,equivalent
64,3361,weaker
64,3915,weaker
65,38,incomparable
65,62,stronger
65,956,stronger
65,1196,stronger
65,2526,stronger
65,2664,incomparable
65,2836,incomparable
65,3976,incomparable
65,4094,incomparable
65,4688,incomparable
66,909,incomparable
66,958,stronger
66,1327,stronger
66,1330,stronger
66,1627,stronger
66,1875,incomparable
66,1923,stronger
66,2118,stronger
66,3206,stronger
66,4435,incomparable
67,422,weaker
67,566,weaker
67,848,weaker
67,861,weaker
67,1151,equivalent
67,1266,weaker
67,1379,equivalent
67,1815,equivalent
67,2405,equivalent
67,2771,equivalent
67,2900,weaker
67,3443,weaker
67,4377,weaker
68,577,stronger
68,786,equivalent
68,828,weaker
68,1356,stronger
68,1773,stronger
68,2598,stronger
68,3113,incomparable
68,3725,incomparable
68,4185,incomparable
68,4490,incomparable
69,1228,weaker
69,2213,equivalent
69,2375,equivalent
69,2757,weaker
69,3014,equivalent
69,3163,weaker
69,3812,weaker
69,4038,weaker
69,4363,weaker
69,4449,weaker
69,4481,weaker
70,576,equivalent
70,595,equivalent
70,640,weaker
70,664,weaker
70,960,weaker
70,1843,weaker
70,2356,equivalent
70,2371,equivalent
70,2544,equivalent
70,2705,equivalent
70,2729,equivalent
70,3012,equivalent
71,446,weaker
71,516,weaker
71,805,equivalent
71,965,equivalent
71,1715,equivalent
71,2136,equivalent
71,2379,equivalent
71,2815,equivalent
71,3132,equivalent
71,3304,weaker
71,3344,weaker
71,4038,weaker
71,4667,weaker
72,26,incomparable
72,550,stronger
72,956,stronger
72,1479,incomparable
72,1649,incomparable
72,2667,incomparable
72,3199,stronger
72,3937,incomparable
73,1238,incomparable
73,2284,incomparable
73,2647,incomparable
73,2919,incomparable
73,2967,stronger
73,3312,incomparable
73,4552,incomparable
74,228,weaker
74,513,weaker
74,586,equivalent
74,832,weaker
74,1123,equivalent
74,1699,weaker
74,2023,equivalent
74,2466,weaker
74,2746,weaker
74,3628,weaker
74,3733,weaker
74,3768,weaker
75,9,incomparable
75,823,incomparable
75,1477,incomparable
75,1885,incomparable
75,2165,incomparable
75,2346,stronger
75,2607,stronger
75,2793,stronger
75,2909,incomparable
75,3776,incomparable
75,3815,incomparable
75,4463,incomparable
76,943,weaker
76,1528,weaker
76,1875,weaker
76,2145,equivalent
76,2524,equivalent
76,2535,equivalent
76,2569,equivalent
76,2771,equivalent
76,2811,equivalent
76,2889,weaker
76,3348,weaker
76,3553,weaker
76,3847,weaker
76,4636,weaker
77,322,weaker
77,1347,equivalent
77,1364,equivalent
77,1547,weaker
77,2110,equivalent
77,2496,weaker
77,2638,weaker
77,3094,weaker
77,3475,weaker
77,3543,weaker
77,3800,weaker
77,4605,weaker
78,100,incomparable
78,288,stronger
78,290,incomparable
78,393,incomparable
78,776,stronger
78,2276,incomparable
78,3218,stronger
78,3708,incomparable
78,4340,weaker
79,82,weaker
79,1256,weaker
79,1357,weaker
79,2196,weaker
79,3098,weaker
79,3626,weaker
79,4547,weaker
80,92,equivalent
80,158,weaker
80,945,equivalent
80,1393,equivalent
80,1408,equivalent
80,1937,weaker
80,2381,weaker
80,2784,equivalent
80,2809,equivalent
80,2989,equivalent
80,3313,weaker
81,57,weaker
81,76,equivalent
81,427,weaker
81,463,weaker
81,646,weaker
81,690,weaker
81,3554,weaker
81,3911,weaker
82,8,incomparable
82,468,stronger
82,568,stronger
82,650,incomparable
82,848,weaker
82,2160,stronger
82,2527,stronger
82,2568,stronger
82,2908,stronger
82,3114,stronger
82,3461,incomparable
82,3506,incomparable
82,3806,incomparable
82,4593,weaker
83,332,weaker
83,457,weaker
83,1823,equivalent
83,1920,equivalent
83,1962,weaker
83,2110,equivalent
83,2248,weaker
83,2810,equivalent
83,3039,weaker
83,3663,weaker
83,3943,weaker
83,4405,weaker
83,4416,weaker
84,120,weaker
84,142,weaker
84,1135,equivalent
84,2426,equivalent
84,2912,weaker
84,3246,equivalent
84,3405,weaker
84,4447,weaker
84,4687,weaker
85,1219,equivalent
85,1262,weaker
85,2160,equivalent
85,2317,equivalent
85,2340,weaker
85,3306,weaker
85,3357,weaker
85,3762,weaker
85,3842,weaker
85,4391,weaker
85,4624,weaker
85,4691,weaker
86,944,stronger
86,963,stronger
86,1168,stronger
86,1464,incomparable
86,1565,stronger
86,1594,weaker
86,2160,stronger
86,2218,stronger
86,2369,stronger
86,2737,incomparable
86,2915,stronger
86,3021,stronger
86,3039,stronger
86,3225,stronger
86,3628,incomparable
86,3637,incomparable
86,4410,incomparable
86,4490,incomparable
86,4555,incomparable
87,27,weaker
87,255,weaker
87,1208,equivalent
87,1218,equivalent
87,1347,equivalent
87,1373,equivalent
87,1920,equivalent
87,2819,equivalent
87,2862,weaker
87,2897,weaker
87,4520,weaker
88,678,equivalent
88,1013,equivalent
88,1148,equivalent
88,1247,weaker
88,1503,equivalent
88,1808,equivalent
88,2241,weaker
88,3181,equivalent
88,3942,weaker
88,3959,weaker
88,4184,weaker
89,55,weaker
89,462,weaker
89,757,weaker
89,903,equivalent
89,961,equivalent
89,1011,equivalent
89,1325,weaker
89,1571,weaker
89,1668,weaker
89,1673,weaker
89,1789,weaker
89,1992,weaker
89,3619,weaker
89,3775,weaker
89,4037,weaker
89,4600,weaker
90,201,stronger
90,917,incomparable
90,2394,stronger
90,3921,weaker
90,4244,incomparable
90,4298,incomparable
91,375,weaker
91,563,equivalent
91,838,weaker
91,846,weaker
91,849,weaker
91,959,equivalent
91,1345,equivalent
91,1713,weaker
91,2076,weaker
91,2506,weaker
91,4097,weaker
91,4533,weaker
92,86,weaker
92,156,weaker
92,606,equivalent
92,645,weaker
92,975,equivalent
92,1212,weaker
92,1354,equivalent
92,1868,weaker
92,2133,equivalent
92,3493,weaker
92,3972,weaker
92,4473,weaker
92,4521,weaker
92,4581,weaker
93,926,weaker
93,1881,weaker
93,2322,weaker
93,3004,equivalent
93,3194,equivalent
93,3273,weaker
93,3288,weaker
93,3892,weaker
93,4176,weaker
93,4229,weaker
94,1072,incomparable
94,1202,incomparable
94,1284,stronger
94,2555,stronger
94,3699,incomparable
94,3959,incomparable
94,3965,weaker
94,3995,incomparable
94,4395,incomparable
95,709,weaker
95,1096,weaker
95,1334,weaker
95,1440,weaker
95,1896,equivalent
95,1999,equivalent
95,3166,equivalent
95,3236,equivalent
95,4000,weaker
95,4022,weaker
95,4110,weaker
95,4542,weaker
96,65,weaker
96,499,equivalent
96,1053,weaker
96,1321,equivalent
96,3593,weaker
96,4004,weaker
97,507,equivalent
97,590,equivalent
97,1649,weaker
97,2257,weaker
97,3913,weaker
97,4108,weaker
97,4410,weaker
98,1339,equivalent
98,1391,weaker
98,1693,equivalent
98,1846,weaker
98,2368,weaker
98,2395,equivalent
98,2665,weaker
98,2836,weaker
98,3089,weaker
98,3179,equivalent
98,3521,weaker
98,4069,weaker
99,801,incomparable
99,1053,incomparable
99,1068,stronger
99,1695,incomparable
99,1718,incomparable
99,1953,stronger
99,2278,incomparable
99,2360,stronger
99,2371,stronger
99,2818,stronger
99,2819,stronger
99,4398,incomparable
100,757,incomparable
100,893,incomparable
100,1710,incomparable
100,2091,incomparable
100,2177,stronger
100,2327,incomparable
100,2525,incomparable
100,3194,stronger
100,3384,incomparable
100,3849,incomparable
100,4530,incomparable
100,4581,incomparable
100,4680,incomparable
101,98,stronger
101,816,stronger
101,1040,stronger
101,2950,stronger
101,3188,stronger
101,3517,incomparable
101,4218,incomparable
101,4242,incomparable
102,7,stronger
102,13,incomparable
102,647,incomparable
102,735,incomparable
102,1019,stronger
102,1062,stronger
102,1413,stronger
102,1936,stronger
102,2480,incomparable
102,2548,stronger
102,2572,stronger
102,2582,stronger
102,2753,incomparable
102,2760,stronger
102,3473,incomparable
102,4552,incomparable
103,5,incomparable
103,420,weaker
103,991,stronger
103,1770,stronger
103,1852,incomparable
103,2257,incomparable
103,2519,incomparable
103,2889,incomparable
103,3229,stronger
103,3424,incomparable
103,4017,incomparable
103,4413,incomparable
104,162,incomparable
104,240,stronger
104,2352,stronger
104,2476,incomparable
104,2840,stronger
104,3187,stronger
104,4562,incomparable
105,376,incomparable
105,675,stronger
105,1382,stronger
105,3749,incomparable
106,130,incomparable
106,577,stronger
106,1214,stronger
106,1232,incomparable
106,1403,stronger
106,1783,stronger
106,2322,incomparable
106,2819,stronger
106,3137,stronger
106,4178,incomparable
106,4199,incomparable
107,50,incomparable
107,121,stronger
107,1066,stronger
107,1977,incomparable
107,2161,incomparable
107,2349,incomparable
107,2493,incomparable
107,2697,incomparable
107,3215,stronger
107,3508,incomparable
107,3688,incomparable
107,3799,incomparable
107,3951,incomparable
107,4093,incomparable
108,877,stronger
108,1529,stronger
108,1537,incomparable
108,2549,stronger
108,2560,stronger
108,3331,incomparable
108,3688,incomparable
109,2326,stronger
109,2519,incomparable
109,3923,incomparable
109,4195,incomparable
110,258,incomparable
110,285,stronger
110,563,stronger
110,2129,stronger
110,2868,incomparable
110,3334,incomparable
110,3969,incomparable
111,290,incomparable
111,1197,incomparable
111,1292,stronger
111,2473,incomparable
111,2607,stronger
111,2757,incomparable
111,3505,incomparable
111,4165,incomparable
111,4254,incomparable
112,69,stronger
112,939,stronger
112,1395,incomparable
112,1594,incomparable
112,2161,incomparable
112,2171,stronger
112,2272,weaker
112,3225,stronger
112,3433,incomparable
112,3503,incomparable
112,3707,incomparable
112,3808,incomparable
112,3952,incomparable
112,4365,incomparable
113,126,stronger
113,315,incomparable
113,1066,equivalent
113,1083,incomparable
113,1339,stronger
113,1888,incomparable
113,2143,stronger
113,2435,incomparable
113,3510,weaker
113,3536,weaker
113,3798,incomparable
113,4421,incomparable
114,121,stronger
114,226,stronger
114,501,incomparable
114,1417,stronger
114,2056,weaker
114,2242,incomparable
114,2599,stronger
114,2862,incomparable
114,2969,stronger
114,3068,incomparable
114,3370,incomparable
114,4011,incomparable
114,4106,incomparable
114,4288,incomparable
114,4629,incomparable
115,263,incomparable
115,1871,incomparable
115,2828,stronger
115,2944,incomparable
115,3045,stronger
115,3149,incomparable
115,3660,incomparable
115,4263,incomparable
115,4312,incomparable
115,4365,incomparable
115,4403,incomparable
116,1027,weaker
116,1792,equivalent
116,1916,weaker
116,1940,equivalent
116,1942,equivalent
116,2057,weaker
116,2641,equivalent
116,3479,weaker
116,3815,weaker
116,4440,weaker
116,4443,weaker
116,4572,weaker
117,478,stronger
117,495,incomparable
117,507,stronger
117,1008,stronger
117,1371,stronger
117,1383,stronger
117,1504,incomparable
117,1677,incomparable
117,1808,stronger
117,1885,incomparable
117,2098,incomparable
117,2516,stronger
117,3890,incomparable
118,358,incomparable
118,609,stronger
118,738,stronger
118,1094,stronger
118,1133,incomparable
118,1637,incomparable
118,1709,incomparable
118,1984,stronger
118,2148,incomparable
118,2281,incomparable
118,2568,stronger
118,2647,incomparable
118,2967,stronger
119,88,equivalent
119,1854,weaker
119,1858,weaker
119,2196,weaker
119,2707,weaker
119,4129,weaker
119,4330,weaker
119,4352,weaker
119,4415,weaker
119,4653,weaker
120,373,incomparable
120,442,weaker
120,916,incomparable
120,979,stronger
120,1192,equivalent
120,1338,stronger
120,1418,stronger
120,1610,stronger
120,1707,incomparable
120,2419,stronger
120,2651,incomparable
120,3219,stronger
120,4142,weaker
120,4319,incomparable
121,1036,weaker
121,1961,equivalent
121,2453,weaker
121,3365,weaker
121,3487,weaker
121,3595,weaker
121,3847,weaker
121,4025,weaker
121,4079,weaker
121,4508,weaker
122,983,equivalent
122,1173,equivalent
122,1757,equivalent
122,2068,weaker
122,2249,weaker
122,2263,weaker
122,3044,weaker
122,3353,weaker
123,42,weaker
123,307,weaker
123,729,equivalent
123,815,equivalent
123,1373,equivalent
123,1613,weaker
123,1829,equivalent
123,2543,weaker
123,2649,weaker
123,2947,weaker
123,3670,weaker
123,3858,weaker
123,4197,weaker
123,4255,weaker
124,195,stronger
124,370,incomparable
124,1226,incomparable
124,2012,stronger
124,2102,stronger
124,2210,stronger
124,2707,incomparable
124,4372,incomparable
125,83,stronger
125,582,stronger
125,852,incomparable
125,1100,incomparable
125,1484,incomparable
125,1686,stronger
125,2785,stronger
125,3153,stronger
125,3450,incomparable
125,3539,incomparable
125,3866,incomparable
125,3986,incomparable
125,4074,incomparable
126,429,weaker
126,1090,weaker
126,1690,equivalent
126,1966,weaker
126,2541,weaker
126,3388,weaker
127,752,incomparable
127,891,stronger
127,1173,stronger
127,1179,stronger
127,1476,incomparable
127,2798,stronger
127,3481,incomparable
127,3900,incomparable
127,4078,incomparable
127,4488,incomparable
128,96,equivalent
128,1743,equivalent
128,2349,weaker
128,2597,equivalent
128,2793,equivalent
128,4162,weaker
128,4451,weaker
129,9,weaker
129,293,equivalent
129,304,equivalent
129,334,weaker
129,2102,equivalent
129,2795,weaker
129,3108,weaker
129,3341,weaker
129,3747,weaker
130,272,stronger
130,528,weaker
130,673,stronger
130,869,incomparable
130,901,incomparable
130,1078,equivalent
130,1456,incomparable
130,1637,weaker
130,2391,stronger
130,2836,incomparable
130,3770,incomparable
130,3828,incomparable
130,4086,weaker
130,4196,weaker
130,4283,incomparable
130,4434,incomparable
131,959,equivalent
131,1395,weaker
131,1496,weaker
131,1910,weaker
131,3375,weaker
131,3501,weaker
131,4510,weaker
131,4546,weaker
132,1556,weaker
132,1649,weaker
132,2035,weaker
132,2103,weaker
132,3445,weaker
133,15,equivalent
133,213,weaker
133,1238,weaker
133,1877,weaker
133,2402,weaker
133,2533,weaker
133,2766,equivalent
133,3410,weaker
133,4616,weaker
134,483,weaker
134,577,stronger
134,827,incomparable
134,1373,stronger
134,1961,stronger
134,2161,weaker
134,2529,stronger
134,3584,incomparable
134,3722,incomparable
134,3785,incomparable
134,3802,incomparable
134,3833,incomparable
134,4560,incomparable
134,4577,incomparable
135,580,equivalent
135,588,weaker
135,646,weaker
135,2043,weaker
135,3120,weaker
135,3454,weaker
135,3837,weaker
135,3867,weaker
135,4072,weaker
135,4232,weaker
136,1743,equivalent
136,2010,equivalent
136,2018,equivalent
136,2958,weaker
136,3076,weaker
136,3194,equivalent
136,3975,weaker
136,4057,weaker
136,4504,weaker
137,1265,weaker
137,1779,equivalent
137,2282,weaker
137,2392,equivalent
137,2472,weaker
137,3336,weaker
137,4442,weaker
138,1576,stronger
138,1892,stronger
138,1997,stronger
138,2528,stronger
138,3038,stronger
138,3198,stronger
138,3774,incomparable
138,4355,incomparable
139,728,equivalent
139,2624,equivalent
139,2719,equivalent
139,3030,equivalent
139,3093,weaker
139,3094,weaker
140,252,equivalent
140,587,equivalent
140,1066,weaker
140,1162,equivalent
140,1315,weaker
140,2036,weaker
140,2809,equivalent
140,2852,weaker
140,2918,equivalent
140,2977,weaker
140,3361,weaker
140,3870,weaker
140,4196,weaker
141,849,weaker
141,1439,weaker
141,2113,weaker
141,3201,weaker
141,3655,weaker
141,4247,weaker
