node_a,node_b,relation
82,3506,incomparable
83,332,weaker
83,4416,weaker
84,1135,equivalent
85,2317,equivalent
85,3357,weaker
85,3762,weaker
85,4691,weaker
86,2218,stronger
86,2369,stronger
87,1218,equivalent
88,678,equivalent
88,1247,weaker
88,3181,equivalent
88,3942,weaker
88,3959,weaker
89,1011,equivalent
89,1668,weaker
89,1789,weaker
89,3775,weaker
91,846,weaker
91,2076,weaker
91,2506,weaker
92,645,weaker
92,1354,equivalent
92,1868,weaker
93,926,weaker
93,3194,equivalent
94,2555,stronger
96,499,equivalent
98,3521,weaker
99,801,incomparable
99,2819,stronger
100,893,incomparable
100,2327,incomparable
100,4530,incomparable
101,2950,stronger
101,3188,stronger
101,4218,incomparable
102,647,incomparable
102,2480,incomparable
103,3229,stronger
104,3187,stronger
106,1214,stronger
106,2322,incomparable
107,1066,stronger
108,1537,incomparable
108,3331,incomparable
110,285,stronger
110,2868,incomparable
110,3334,incomparable
110,3969,incomparable
112,3433,incomparable
112,3952,incomparable
112,4365,incomparable
113,1339,stronger
113,2143,stronger
113,3798,incomparable
114,2242,incomparable
114,2599,stronger
114,4106,incomparable
116,4440,weaker
117,495,incomparable
117,1383,stronger
117,1808,stronger
117,2516,stronger
118,1709,incomparable
118,2281,incomparable
119,1858,weaker
119,4352,weaker
120,1418,stronger
120,2651,incomparable
121,3487,weaker
123,2543,weaker
124,1226,incomparable
125,1100,incomparable
126,1966,weaker
127,1476,incomparable
128,96,equivalent
129,304,equivalent
129,334,weaker
130,2836,incomparable
131,1496,weaker
132,1556,weaker
132,2103,weaker
133,4616,weaker
134,483,weaker
134,577,stronger
134,827,incomparable
134,1961,stronger
134,3785,incomparable
134,3833,incomparable
134,4560,incomparable
135,646,weaker
135,2043,weaker
136,1743,equivalent
136,2958,weaker
136,3975,weaker
136,4504,weaker
137,1265,weaker
137,1779,equivalent
137,3336,weaker
139,2624,equivalent
139,3030,equivalent
140,1066,weaker
140,2852,weaker
140,2918,equivalent
141,1439,weaker
141,4265,weaker
142,570,stronger
142,1909,stronger
142,3710,incomparable
143,1479,weaker
143,2125,weaker
144,1604,equivalent
144,2464,weaker
145,2968,weaker
146,1677,incomparable
146,3210,incomparable
146,3957,incomparable
147,2946,weaker
149,1027,weaker
149,1390,equivalent
149,3453,weaker
150,424,weaker
151,334,incomparable
151,1693,stronger
151,3034,stronger
153,2995,stronger
153,3150,incomparable
154,2645,incomparable
154,2852,incomparable
154,2971,stronger
156,608,incomparable
156,2926,stronger
156,3923,incomparable
156,4482,incomparable
157,3011,incomparable
157,3024,incomparable
157,3907,incomparable
158,2469,weaker
159,938,incomparable
159,4480,incomparable
161,2125,incomparable
161,3273,incomparable
162,874,stronger
162,2097,incomparable
163,932,stronger
163,2443,weaker
163,2873,incomparable
165,933,stronger
166,635,incomparable
166,1185,stronger
166,3158,stronger
167,596,stronger
167,1382,stronger
168,2006,stronger
170,761,incomparable
170,1970,incomparable
170,3731,incomparable
171,4316,weaker
172,2190,equivalent
172,3422,weaker
172,4543,incomparable
174,185,equivalent
175,2425,weaker
175,2825,equivalent
176,2736,incomparable
177,2843,stronger
177,3262,incomparable
178,855,weaker
178,1165,weaker
178,1450,weaker
179,380,incomparable
179,820,incomparable
179,1141,stronger
179,3690,incomparable
179,4156,incomparable
181,3073,weaker
182,1481,incomparable
182,1727,stronger
182,4524,incomparable
184,2623,weaker
184,4545,weaker
185,1343,equivalent
185,4186,weaker
186,1118,stronger
186,2756,stronger
186,3089,incomparable
187,1445,weaker
187,2167,weaker
188,1289,weaker
188,3155,weaker
188,3426,weaker
188,4168,weaker
189,2188,equivalent
190,3234,stronger
191,2271,weaker
191,3044,weaker
192,990,equivalent
192,3219,equivalent
192,3524,weaker
192,4048,weaker
193,1361,weaker
193,1907,equivalent
193,3596,weaker
194,3452,incomparable
195,1078,weaker
196,642,weaker
196,2408,equivalent
196,2414,equivalent
197,1062,weaker
198,1403,stronger
199,186,weaker
200,1149,equivalent
200,1769,equivalent
200,4673,weaker
202,963,equivalent
202,2324,equivalent
202,2962,equivalent
203,3869,incomparable
204,1493,stronger
205,1118,stronger
206,743,stronger
206,2740,stronger
206,3196,stronger
206,4643,incomparable
207,1734,incomparable
207,1904,incomparable
207,2976,stronger
207,4345,incomparable
207,4376,incomparable
207,4544,incomparable
208,1176,stronger
208,2254,incomparable
208,3610,incomparable
209,666,incomparable
209,1487,incomparable
209,3179,stronger
210,728,stronger
210,2215,stronger
210,3987,incomparable
211,2972,stronger
211,3522,incomparable
211,3557,incomparable
212,3639,incomparable
213,955,incomparable
213,2228,stronger
213,3551,incomparable
214,7,stronger
215,2708,stronger
216,916,incomparable
217,1592,stronger
217,2323,stronger
219,2239,incomparable
220,696,equivalent
221,1440,incomparable
221,2834,stronger
222,1053,incomparable
222,2586,incomparable
222,3820,incomparable
223,874,equivalent
223,2838,equivalent
223,3175,equivalent
223,3930,weaker
223,4319,weaker
223,4637,weaker
224,2612,stronger
225,2588,weaker
226,3181,equivalent
226,4121,weaker
227,423,weaker
227,2312,equivalent
227,4002,weaker
227,4078,weaker
228,912,incomparable
228,2069,incomparable
229,2504,incomparable
230,1990,equivalent
230,2180,weaker
231,1135,stronger
231,1414,stronger
231,1825,stronger
231,1853,incomparable
231,4403,incomparable
232,2271,weaker
232,2358,equivalent
232,3927,weaker
233,3614,weaker
234,421,incomparable
234,1510,weaker
234,3364,incomparable
234,4004,incomparable
234,4075,incomparable
235,1945,weaker
235,4196,weaker
236,911,equivalent
237,1897,weaker
237,2550,weaker
239,1657,weaker
239,2356,equivalent
239,3976,weaker
240,929,equivalent
240,2553,equivalent
241,73,weaker
241,1183,equivalent
241,1559,equivalent
242,3683,incomparable
243,933,equivalent
244,1611,equivalent
248,3225,equivalent
248,3676,weaker
248,4555,weaker
249,1183,equivalent
249,3548,weaker
249,3899,weaker
250,932,stronger
252,1412,equivalent
253,2222,weaker
253,2464,weaker
253,3717,weaker
255,861,incomparable
256,866,stronger
257,657,incomparable
257,929,stronger
257,1674,incomparable
257,2910,incomparable
258,969,stronger
258,2546,incomparable
258,3653,incomparable
260,3617,incomparable
262,1366,incomparable
262,3109,stronger
262,3656,incomparable
263,154,incomparable
263,1524,stronger
263,2327,incomparable
263,3807,incomparable
264,149,stronger
264,2888,incomparable
265,1298,stronger
265,1755,incomparable
265,2424,stronger
265,2876,weaker
265,2957,stronger
265,3731,incomparable
266,750,stronger
267,28,incomparable
267,2918,stronger
268,411,incomparable
268,685,stronger
268,887,incomparable
268,1472,incomparable
268,3842,incomparable
268,3859,incomparable
269,3898,incomparable
269,4367,incomparable
270,3166,stronger
270,3535,incomparable
270,3910,incomparable
270,4173,incomparable
271,2174,stronger
271,3160,stronger
271,3874,incomparable
272,1778,equivalent
274,2237,stronger
274,3049,stronger
274,3780,incomparable
276,1398,stronger
277,3839,weaker
278,1088,weaker
279,805,equivalent
280,224,incomparable
280,3766,incomparable
281,708,stronger
281,2746,incomparable
282,722,equivalent
282,3223,equivalent
282,3789,weaker
282,4525,weaker
283,1308,stronger
283,3288,incomparable
285,413,weaker
285,774,weaker
285,3272,weaker
285,4410,weaker
286,269,incomparable
286,860,weaker
286,1190,stronger
286,2394,stronger
287,1663,weaker
287,2409,equivalent
288,2773,equivalent
288,3553,weaker
288,3661,weaker
288,4467,weaker
289,1372,equivalent
289,4393,weaker
290,312,incomparable
291,1338,equivalent
291,2199,weaker
291,2834,equivalent
291,4369,weaker
292,2789,weaker
293,868,weaker
294,981,weaker
294,1152,incomparable
294,2710,incomparable
294,4584,weaker
295,492,weaker
295,778,weaker
295,1812,equivalent
295,2216,equivalent
298,2100,weaker
299,2863,weaker
299,3498,weaker
299,4645,weaker
300,38,weaker
300,2625,equivalent
301,61,weaker
301,864,weaker
301,3318,weaker
302,2631,stronger
302,2840,stronger
302,4190,incomparable
302,4208,incomparable
303,528,weaker
303,1841,weaker
303,3616,weaker
304,960,weaker
304,4350,weaker
305,825,weaker
306,296,equivalent
306,981,weaker
307,49,incomparable
307,254,stronger
309,968,incomparable
309,1932,incomparable
310,1841,incomparable
310,3048,stronger
310,4644,incomparable
311,2407,stronger
311,2815,stronger
311,3293,incomparable
311,3875,incomparable
312,939,stronger
313,33,stronger
313,1547,incomparable
313,4394,incomparable
314,673,stronger
314,2040,incomparable
314,2196,incomparable
314,3827,stronger
314,3980,incomparable
314,4022,stronger
315,3485,incomparable
315,3751,incomparable
316,161,incomparable
316,697,stronger
316,3227,incomparable
317,614,incomparable
317,1035,incomparable
317,3047,stronger
317,4355,weaker
318,1367,stronger
319,4404,incomparable
320,1910,incomparable
320,1929,incomparable
321,3761,incomparable
322,2627,stronger
323,1666,stronger
323,2457,incomparable
324,1921,incomparable
324,2469,incomparable
324,3512,weaker
324,3967,stronger
325,731,incomparable
325,3098,stronger
325,4589,incomparable
326,665,stronger
326,915,stronger
326,1576,stronger
326,1704,stronger
326,1743,stronger
326,4081,incomparable
327,3712,incomparable
327,3810,incomparable
328,1121,stronger
328,1912,incomparable
328,2517,incomparable
328,2674,stronger
329,151,incomparable
329,1476,stronger
329,1957,stronger
329,2944,incomparable
329,3253,weaker
329,3569,stronger
330,3868,incomparable
331,1034,incomparable
331,1656,incomparable
332,4469,incomparable
333,1886,stronger
333,3953,stronger
334,3097,incomparable
336,680,incomparable
336,3383,stronger
336,3894,incomparable
337,1530,stronger
337,3780,equivalent
339,1189,stronger
340,3622,equivalent
342,205,incomparable
342,842,incomparable
342,996,stronger
342,1552,incomparable
342,3384,weaker
343,3936,incomparable
345,825,incomparable
345,3764,equivalent
347,222,incomparable
347,3749,weaker
348,975,stronger
348,1490,stronger
348,3641,equivalent
348,3879,weaker
348,4489,weaker
348,4688,weaker
349,1089,stronger
350,3237,incomparable
350,4305,weaker
351,2320,stronger
351,2752,stronger
351,4141,incomparable
353,1643,incomparable
353,1793,incomparable
353,2318,incomparable
355,3700,incomparable
355,3814,stronger
355,4337,incomparable
356,3383,equivalent
356,4070,weaker
358,555,stronger
358,4655,weaker
359,2046,incomparable
359,4598,incomparable
360,2127,incomparable
360,4344,incomparable
361,2043,incomparable
361,3183,stronger
362,630,incomparable
362,1321,stronger
362,1954,stronger
362,2600,stronger
362,2929,stronger
362,3498,incomparable
362,4586,incomparable
363,2861,incomparable
363,4178,stronger
364,607,stronger
364,2504,incomparable
365,49,incomparable
366,3258,incomparable
367,3691,incomparable
368,496,stronger
368,1219,stronger
368,3546,incomparable
369,1891,stronger
369,2762,stronger
369,4412,incomparable
369,4684,incomparable
371,913,stronger
371,3447,stronger
371,3961,incomparable
373,435,incomparable
373,1535,incomparable
373,1599,stronger
373,1979,incomparable
373,2442,incomparable
374,2,stronger
374,785,stronger
375,1540,stronger
375,2664,incomparable
375,4595,incomparable
376,1060,incomparable
376,2137,incomparable
377,316,incomparable
377,2441,incomparable
378,1173,stronger
378,3795,stronger
378,4532,incomparable
379,306,stronger
380,1540,stronger
380,1675,incomparable
380,2220,stronger
380,3631,stronger
381,2121,stronger
381,3285,incomparable
381,3355,incomparable
383,3925,weaker
384,1021,incomparable
384,1094,stronger
384,3298,incomparable
384,3952,incomparable
385,2729,stronger
385,2807,stronger
385,3587,incomparable
387,982,stronger
387,2135,incomparable
387,4349,incomparable
388,334,stronger
388,1106,stronger
388,2210,stronger
388,4357,incomparable
388,4596,incomparable
389,1599,stronger
389,2055,incomparable
389,3697,weaker
390,498,stronger
390,1409,stronger
390,2914,stronger
390,3624,equivalent
390,4027,weaker
390,4317,weaker
391,276,stronger
391,311,incomparable
391,377,incomparable
391,1657,incomparable
391,3840,stronger
392,2824,stronger
392,3055,incomparable
392,3821,equivalent
394,1713,incomparable
394,1881,incomparable
394,2898,incomparable
395,2590,stronger
396,2346,stronger
397,523,stronger
397,1404,stronger
397,4623,weaker
398,3310,weaker
399,2016,stronger
399,3789,stronger
400,3078,incomparable
400,3190,stronger
400,3549,weaker
400,3640,equivalent
400,4061,equivalent
401,2196,incomparable
401,2735,stronger
401,3046,stronger
401,3276,weaker
402,611,stronger
402,755,stronger
402,2391,stronger
402,2530,incomparable
402,3661,weaker
404,2266,incomparable
404,2441,incomparable
405,2966,stronger
406,3972,weaker
407,2798,stronger
407,2877,incomparable
407,3150,incomparable
409,2997,stronger
410,3416,equivalent
411,78,incomparable
411,3600,incomparable
412,4305,incomparable
412,4425,incomparable
413,3397,incomparable
414,1154,incomparable
414,4380,incomparable
415,331,incomparable
415,3298,incomparable
416,4341,incomparable
417,3521,incomparable
419,282,stronger
419,903,stronger
419,1192,stronger
419,3904,incomparable
420,692,incomparable
420,1061,incomparable
420,3935,incomparable
420,4615,incomparable
421,3996,incomparable
422,643,incomparable
423,4299,incomparable
424,3050,weaker
424,3743,incomparable
425,1463,incomparable
426,3417,incomparable
427,1477,incomparable
427,1936,stronger
428,1383,incomparable
429,264,incomparable
429,714,incomparable
429,1316,incomparable
429,2414,stronger
429,3596,incomparable
430,761,incomparable
430,1297,stronger
430,1508,stronger
430,3233,stronger
431,719,incomparable
431,2574,stronger
431,3424,incomparable
433,562,incomparable
433,1191,stronger
433,1940,stronger
433,3916,incomparable
434,1322,incomparable
434,1970,incomparable
434,3814,incomparable
434,4259,incomparable
434,4410,incomparable
435,3766,incomparable
436,3507,incomparable
436,3509,incomparable
436,4229,incomparable
436,4385,incomparable
440,173,stronger
440,381,incomparable
440,1869,incomparable
440,2336,stronger
441,2915,incomparable
441,3915,weaker
442,2203,incomparable
443,1389,stronger
444,1008,stronger
444,1259,incomparable
444,2035,incomparable
445,411,weaker
445,2738,stronger
446,461,stronger
446,984,stronger
446,1037,incomparable
446,4544,incomparable
447,627,weaker
448,1074,stronger
449,4547,incomparable
450,1093,stronger
450,1665,incomparable
450,4630,incomparable
451,1382,stronger
452,309,incomparable
452,630,incomparable
452,4218,incomparable
452,4381,incomparable
453,214,weaker
453,1206,stronger
453,3338,weaker
453,3518,weaker
453,3709,incomparable
453,4629,weaker
454,4680,incomparable
455,561,stronger
455,1578,stronger
455,2372,incomparable
456,493,stronger
456,3658,incomparable
457,54,equivalent
457,1553,stronger
457,2725,incomparable
458,904,stronger
458,3195,incomparable
459,332,incomparable
460,617,weaker
461,2590,stronger
461,4083,incomparable
463,2694,incomparable
464,3457,incomparable
465,535,equivalent
465,978,weaker
465,3969,weaker
465,4678,weaker
467,3265,incomparable
468,464,weaker
468,1041,weaker
468,1195,equivalent
468,1608,weaker
468,4316,weaker
469,78,incomparable
469,1032,incomparable
470,255,weaker
470,611,equivalent
470,2445,weaker
470,4655,weaker
471,1375,equivalent
472,761,weaker
473,1036,incomparable
473,2887,incomparable
473,2910,incomparable
473,3599,incomparable
474,660,incomparable
474,1479,incomparable
474,2631,stronger
475,1959,equivalent
477,308,incomparable
477,3061,incomparable
477,4570,incomparable
479,4614,incomparable
480,123,equivalent
480,4195,weaker
481,877,stronger
481,2858,incomparable
481,4080,incomparable
482,95,equivalent
482,2506,weaker
482,3766,weaker
483,3510,incomparable
483,3909,weaker
483,4237,incomparable
483,4415,incomparable
483,4582,incomparable
484,3315,weaker
484,3740,weaker
485,2920,equivalent
485,3566,weaker
485,4305,weaker
486,3500,weaker
486,3799,weaker
486,4036,weaker
488,1645,weaker
488,3397,weaker
489,635,incomparable
489,2339,stronger
489,4578,incomparable
490,147,equivalent
490,454,weaker
490,1904,weaker
490,3829,weaker
491,2115,incomparable
491,2351,incomparable
491,2391,stronger
492,3500,incomparable
493,537,weaker
493,1667,weaker
493,3340,weaker
493,4357,weaker
494,1757,equivalent
495,1744,stronger
495,3551,incomparable
497,403,weaker
497,1150,weaker
498,966,equivalent
498,1840,weaker
498,1982,equivalent
498,2727,equivalent
498,2778,weaker
500,92,stronger
500,132,stronger
500,4331,incomparable
501,932,stronger
502,462,weaker
504,752,incomparable
504,1564,incomparable
504,2563,stronger
506,1782,stronger
506,2637,stronger
507,1440,weaker
507,2415,weaker
507,2487,weaker
507,2972,equivalent
507,4651,weaker
508,2275,incomparable
508,2910,incomparable
509,3845,weaker
510,358,incomparable
510,1269,incomparable
510,4665,incomparable
511,125,incomparable
511,1333,stronger
511,1931,incomparable
511,2177,stronger
513,646,incomparable
513,4069,incomparable
515,4327,weaker
516,1043,incomparable
516,2553,stronger
518,2073,weaker
519,2265,weaker
519,2652,weaker
519,4206,weaker
521,1357,weaker
521,2830,equivalent
521,4594,weaker
522,908,stronger
522,1199,stronger
522,2995,stronger
522,3626,incomparable
523,197,equivalent
523,1072,weaker
523,4057,weaker
524,2835,stronger
524,3260,incomparable
526,1590,weaker
526,2126,weaker
526,2898,weaker
526,2967,equivalent
527,4233,weaker
528,270,incomparable
528,926,incomparable
528,4657,incomparable
529,3427,weaker
529,4498,weaker
530,1649,weaker
530,2660,weaker
531,746,weaker
531,1606,equivalent
531,1933,equivalent
532,1601,stronger
532,2193,stronger
533,597,equivalent
533,1557,equivalent
534,4193,weaker
535,4224,weaker
535,4299,weaker
536,771,equivalent
537,169,stronger
537,680,incomparable
537,1980,stronger
537,2217,stronger
537,2776,incomparable
538,4087,weaker
539,1256,weaker
539,1988,equivalent
539,3065,weaker
539,4126,weaker
539,4631,weaker
540,3840,weaker
542,1093,equivalent
543,2246,incomparable
544,1177,equivalent
544,1908,weaker
544,2262,weaker
546,4637,incomparable
547,646,weaker
547,2728,weaker
547,4570,weaker
548,388,weaker
549,25,incomparable
549,2354,stronger
550,870,weaker
550,1165,weaker
550,2064,weaker
550,2841,weaker
550,4047,weaker
550,4588,weaker
551,224,weaker
551,4342,weaker
552,258,weaker
552,2837,equivalent
552,4061,weaker
554,4128,weaker
555,769,weaker
556,3194,stronger
557,894,equivalent
557,1929,weaker
557,2772,equivalent
557,3593,weaker
557,3839,weaker
558,520,equivalent
558,632,incomparable
559,433,weaker
559,743,equivalent
559,1441,weaker
559,3330,weaker
560,700,equivalent
560,1172,equivalent
561,972,weaker
561,2280,weaker
561,2957,equivalent
561,4625,weaker
562,272,stronger
562,2220,stronger
562,4211,incomparable
563,931,equivalent
563,4621,weaker
564,1374,weaker
564,2394,equivalent
564,3378,weaker
565,935,equivalent
565,1876,weaker
565,2323,equivalent
565,4030,weaker
565,4108,weaker
565,4372,weaker
566,1054,incomparable
566,2446,incomparable
567,141,equivalent
567,1034,weaker
567,1572,equivalent
568,2889,weaker
569,561,equivalent
571,1795,stronger
572,2632,stronger
573,720,equivalent
573,1505,equivalent
573,1559,equivalent
573,1699,weaker
573,2560,equivalent
573,3127,equivalent
574,411,weaker
574,2179,equivalent
574,3081,weaker
575,579,stronger
576,131,equivalent
576,632,weaker
576,4688,weaker
577,1311,equivalent
578,164,weaker
578,2441,weaker
578,3145,weaker
579,3403,incomparable
580,2205,equivalent
581,382,weaker
581,1680,weaker
581,2867,weaker
582,4376,weaker
583,2845,stronger
584,820,weaker
584,1623,weaker
585,2436,equivalent
585,3756,weaker
586,1122,weaker
586,2328,weaker
586,3330,weaker
586,3701,weaker
586,4591,weaker
587,223,equivalent
587,2055,weaker
588,3872,incomparable
588,4406,incomparable
589,2983,equivalent
590,741,equivalent
590,809,equivalent
590,1053,weaker
590,3816,weaker
591,295,equivalent
591,2523,equivalent
591,4506,weaker
592,332,weaker
594,4547,weaker
596,517,equivalent
596,1838,weaker
598,2482,incomparable
598,2735,stronger
600,746,weaker
600,2677,weaker
600,3792,weaker
600,4503,weaker
601,410,weaker
601,1170,equivalent
601,3117,equivalent
601,3496,weaker
603,1130,stronger
603,2211,stronger
603,3229,stronger
603,3829,incomparable
604,1477,weaker
604,1562,equivalent
606,444,weaker
606,964,weaker
606,2175,equivalent
606,2829,equivalent
606,3935,weaker
606,4168,weaker
607,121,equivalent
607,703,weaker
607,2949,weaker
607,4289,weaker
608,914,incomparable
608,1428,incomparable
608,2263,incomparable
608,3068,incomparable
609,826,weaker
609,2432,equivalent
609,3277,weaker
609,4245,weaker
610,1328,weaker
610,3767,weaker
611,1013,equivalent
612,2035,weaker
612,4661,weaker
612,4694,weaker
613,1325,weaker
613,2690,weaker
613,3133,equivalent
613,4185,weaker
613,4515,weaker
614,2033,stronger
614,3388,incomparable
614,4094,incomparable
616,1488,incomparable
616,2011,stronger
616,2884,incomparable
617,617,equivalent
617,1318,incomparable
617,1408,stronger
618,2420,incomparable
618,2448,incomparable
619,706,incomparable
619,1742,incomparable
620,2339,stronger
620,3182,incomparable
621,157,incomparable
621,2171,stronger
621,3682,incomparable
622,2210,stronger
622,3692,incomparable
623,489,incomparable
623,2115,incomparable
625,154,incomparable
625,540,stronger
625,2828,stronger
626,2965,stronger
627,879,incomparable
627,1876,incomparable
627,2104,stronger
627,3265,incomparable
627,4370,incomparable
628,309,incomparable
628,2631,stronger
628,2774,incomparable
630,931,stronger
630,958,stronger
630,976,stronger
630,1652,incomparable
630,2271,incomparable
630,4623,incomparable
631,291,stronger
633,1160,stronger
633,1224,incomparable
633,3963,incomparable
635,1155,incomparable
637,175,stronger
637,1056,weaker
637,3017,stronger
638,1006,stronger
638,2586,incomparable
639,1198,stronger
639,1217,incomparable
639,1633,incomparable
639,2142,stronger
639,2682,incomparable
640,2338,incomparable
640,2982,incomparable
641,775,incomparable
641,2138,stronger
641,2950,stronger
641,3276,incomparable
641,3928,weaker
642,1486,incomparable
644,534,stronger
644,3305,weaker
644,4431,incomparable
644,4441,weaker
645,1439,incomparable
645,2529,stronger
645,2992,incomparable
645,3573,incomparable
645,4424,incomparable
646,617,incomparable
646,669,incomparable
646,906,incomparable
646,2218,stronger
646,2432,stronger
646,2547,stronger
647,304,stronger
647,726,stronger
647,1698,stronger
647,2366,stronger
648,766,stronger
648,1471,weaker
649,567,stronger
649,2666,incomparable
649,4337,incomparable
650,3543,weaker
650,4008,incomparable
651,396,incomparable
651,3196,stronger
652,632,weaker
652,2253,weaker
652,4077,weaker
652,4343,incomparable
653,110,incomparable
653,508,incomparable
653,1100,incomparable
653,3934,incomparable
654,1746,incomparable
655,1041,incomparable
656,1480,incomparable
656,2827,stronger
656,4307,incomparable
657,4561,incomparable
658,1080,stronger
658,1223,incomparable
658,1635,incomparable
658,2333,incomparable
660,2004,incomparable
660,3677,incomparable
661,4537,incomparable
662,418,weaker
662,2763,stronger
662,4545,incomparable
663,4607,incomparable
664,2386,stronger
665,934,incomparable
665,1984,stronger
665,2113,incomparable
665,4063,incomparable
665,4641,incomparable
666,843,incomparable
666,1209,stronger
666,2233,stronger
666,2565,stronger
666,3290,incomparable
666,3806,incomparable
667,733,stronger
667,1378,incomparable
667,2080,incomparable
667,3176,incomparable
668,1073,weaker
668,2657,weaker
668,4040,weaker
669,170,incomparable
669,1765,stronger
669,4361,incomparable
670,3605,incomparable
672,3111,stronger
674,4690,weaker
675,603,weaker
675,1293,weaker
676,1920,stronger
676,2644,incomparable
676,2735,stronger
678,615,weaker
678,895,weaker
680,394,incomparable
680,3326,incomparable
681,1915,equivalent
681,3307,weaker
681,3876,weaker
682,433,incomparable
682,3199,stronger
682,3273,incomparable
682,3980,weaker
684,249,stronger
684,1031,incomparable
684,4176,incomparable
684,4616,incomparable
686,140,stronger
686,246,incomparable
686,3015,stronger
686,4374,weaker
688,189,equivalent
689,354,weaker
689,1773,equivalent
689,1884,weaker
689,2286,weaker
689,2949,weaker
690,3958,incomparable
691,1305,equivalent
692,539,stronger
692,1248,incomparable
692,1710,incomparable
692,2036,incomparable
693,213,weaker
693,4211,weaker
694,1399,stronger
695,1146,incomparable
695,2645,incomparable
695,3587,incomparable
696,1275,weaker
696,2256,weaker
696,4196,weaker
696,4675,weaker
697,2420,weaker
698,3298,incomparable
698,3968,weaker
699,310,weaker
699,1380,equivalent
699,1815,equivalent
699,2424,equivalent
699,2718,equivalent
700,4166,weaker
701,2127,weaker
701,2508,equivalent
701,4687,weaker
702,4632,weaker
703,441,incomparable
703,1588,stronger
703,2434,stronger
704,2180,incomparable
704,2474,incomparable
704,3322,incomparable
705,4112,weaker
705,4168,weaker
706,2074,incomparable
706,4037,incomparable
706,4351,incomparable
708,2386,equivalent
708,3957,weaker
709,1326,stronger
709,2083,incomparable
709,4525,incomparable
710,1681,weaker
710,3716,weaker
711,344,incomparable
711,1048,incomparable
712,3740,weaker
713,8,incomparable
713,18,stronger
713,3642,incomparable
714,2210,stronger
714,4251,incomparable
715,2849,weaker
715,3299,weaker
716,746,incomparable
716,1136,stronger
716,3741,incomparable
717,1182,equivalent
717,1385,equivalent
717,3889,weaker
718,2080,weaker
718,3119,equivalent
719,758,stronger
719,2172,stronger
719,2805,incomparable
719,3436,incomparable
721,857,weaker
722,1158,weaker
722,1394,equivalent
722,3948,weaker
722,4303,weaker
722,4672,weaker
723,1010,stronger
723,4653,incomparable
724,1619,equivalent
724,2790,equivalent
724,3887,weaker
724,4562,weaker
725,289,stronger
726,228,weaker
726,2941,equivalent
728,692,weaker
728,1695,weaker
728,4229,weaker
729,893,weaker
